tray_id,id,germ_day,cross,class,day_4,day_17,height_122
8_34,143_3,3,B12.11xB12.1,F2,1.7,27.4,13
8_35,143_4,8,B12.11xB12.1,F2,NA,2.6,10.5
8_36,143_5,3,B12.11xB12.1,F2,1.412,7.3,8
8_37,143_6,3,B12.11xB12.1,F2,1.319,12.4,NA
8_38,144_1,9,B12.11xB12.1,F2,NA,NA,10
8_39,144_2,4,B12.11xB12.1,F2,NA,NA,11.5
8_41,144_3,7,B12.11xB12.1,F2,NA,NA,11
8_42,144_4,7,B12.11xB12.1,F2,NA,NA,5
8_43,144_5,3,B12.11xB12.1,F2,NA,NA,15.5
8_44,144_6,11,B12.11xB12.1,F2,NA,NA,11
8_46,145_1,7,B12.11xB12.1,F2,NA,16.4,12
8_47,145_2,4,B12.11xB12.1,F2,NA,35,8.5
8_49,145_3,3,B12.11xB12.1,F2,1.601,13,9.5
8_51,145_4,3,B12.11xB12.1,F2,1.572,45.4,11
8_52,145_5,3,B12.11xB12.1,F2,1.89,76.7,10
8_53,145_6,3,B12.11xB12.1,F2,NA,12,NA
8_55,146_1,3,B12.11xB12.1,F2,NA,37.4,12.5
8_56,146_2,3,B12.11xB12.1,F2,1.395,74.2,10
8_57,146_3,3,B12.11xB12.1,F2,NA,7.6,NA
8_58,146_4,4,B12.11xB12.1,F2,NA,8.6,NA
8_59,146_5,3,B12.11xB12.1,F2,1.232,44.6,11.5
8_61,146_6,3,B12.11xB12.1,F2,NA,16.6,10
8_63,147_1,3,B12.11xB12.1,F2,1.152,26.6,NA
8_64,147_2,6,B12.11xB12.1,F2,NA,44.2,15
8_65,147_3,3,B12.11xB12.1,F2,1.63,27.5,7
8_66,147_4,4,B12.11xB12.1,F2,NA,11,NA
8_67,147_5,11,B12.11xB12.1,F2,NA,5,8
8_69,147_6,3,B12.11xB12.1,F2,1.809,15.4,NA
8_70,148_1,3,B12.11xB12.1,F2,NA,19.4,NA
8_71,148_2,3,B12.11xB12.1,F2,2.325,44.7,12.5
8_75,148_3,3,B12.11xB12.1,F2,1.732,65,10.5
8_77,148_4,6,B12.11xB12.1,F2,NA,7.8,11.5
8_78,149_1,5,B12.11xB12.1,F2,NA,20.2,14
8_79,149_2,10,B12.11xB12.1,F2,NA,6.9,
8_80,149_3,10,B12.11xB12.1,F2,NA,8.6,11
9_1,94_1,7,B12.5xB12.10,F2,NA,3.5,10
9_3,94_2,3,B12.5xB12.10,F2,NA,28.8,22.5
9_4,94_3,7,B12.5xB12.10,F2,NA,5.9,19.5
9_5,94_4,5,B12.5xB12.10,F2,NA,6.9,14
9_6,94_5,4,B12.5xB12.10,F2,NA,15.9,16
9_8,94_6,3,B12.5xB12.10,F2,2.079,42.4,16
9_9,93_1,5,B12.5xB12.10,F2,NA,6.5,NA
9_10,93_2,3,B12.5xB12.10,F2,1.793,22.4,11
9_11,93_3,6,B12.5xB12.10,F2,NA,19.2,14.5
9_16,93_4,11,B12.5xB12.10,F2,NA,2.8,7
9_17,93_5,4,B12.5xB12.10,F2,NA,7.4,NA
9_20,93_6,3,B12.5xB12.10,F2,1.594,47.5,NA
9_21,92_1,4,B12.5xB12.10,F2,NA,10.4,9
9_22,92_2,4,B12.5xB12.10,F2,NA,6.9,11.5
9_23,92_3,3,B12.5xB12.10,F2,1.369,16.8,11
9_25,92_4,3,B12.5xB12.10,F2,1.827,8.5,14
9_26,92_5,11,B12.5xB12.10,F2,NA,4,12
9_27,92_6,3,B12.5xB12.10,F2,2.252,29.6,7
9_28,91_1,3,B12.5xB12.10,F2,2.315,58.7,32
9_29,91_2,3,B12.5xB12.10,F2,1.6,7.3,18
9_30,91_3,3,B12.5xB12.10,F2,1.632,16.9,NA
9_31,91_4,4,B12.5xB12.10,F2,NA,22.2,20
9_32,91_5,4,B12.5xB12.10,F2,NA,35.1,15
9_34,91_6,3,B12.5xB12.10,F2,1.275,12.5,15.5
9_35,90_1,3,B12.5xB12.10,F2,1.175,35.8,11.5
9_36,90_2,3,B12.5xB12.10,F2,1.967,46.3,10.5
9_38,90_3,6,B12.5xB12.10,F2,NA,6.6,8.5
9_40,90_4,4,B12.5xB12.10,F2,NA,33.7,16
9_42,90_5,4,B12.5xB12.10,F2,NA,7.3,NA
9_43,90_6,3,B12.5xB12.10,F2,1.412,29.4,15.5
9_44,89_1,3,B12.5xB12.10,F2,1.845,38,11
9_45,89_2,4,B12.5xB12.10,F2,NA,5.6,23.5
9_47,89_3,3,B12.5xB12.10,F2,1.287,26.4,31
9_48,89_4,3,B12.5xB12.10,F2,2.255,49.6,32.5
9_52,89_5,3,B12.5xB12.10,F2,3.01,65.3,14
9_53,89_6,3,B12.5xB12.10,F2,1.563,12.3,26.5
9_54,88_1,3,B12.5xB12.10,F2,1.402,12.3,NA
9_55,88_2,11,B12.5xB12.10,F2,NA,4.8,8
9_56,88_3,6,B12.5xB12.10,F2,NA,24.4,13.5
9_59,88_4,3,B12.5xB12.10,F2,NA,9.8,9
9_60,88_5,3,B12.5xB12.10,F2,1.263,39.3,10.5
9_61,88_6,5,B12.5xB12.10,F2,NA,7.4,8.5
9_63,87_1,3,B12.5xB12.10,F2,1.428,25.8,NA
9_65,87_2,5,B12.5xB12.10,F2,NA,6.4,18
9_66,87_3,4,B12.5xB12.10,F2,NA,11.8,13.5
9_67,87_4,3,B12.5xB12.10,F2,1.501,31.8,8.5
9_69,87_5,11,B12.5xB12.10,F2,NA,3,15
9_70,87_6,3,B12.5xB12.10,F2,1.544,26.9,24
9_71,86_1,3,B12.5xB12.10,F2,NA,47.2,9
9_72,86_2,3,B12.5xB12.10,F2,1.447,49.4,9.5
9_74,86_3,7,B12.5xB12.10,F2,NA,7.4,70.5
9_75,86_4,3,B12.5xB12.10,F2,NA,34.1,11.5
9_76,86_5,3,B12.5xB12.10,F2,0.828,37.5,9
9_80,86_6,3,B12.5xB12.10,F2,1.506,28.5,19
10_1,85_1,3,B12.5xB12.10,F2,2.332,34.2,12.5
10_2,85_2,3,B12.5xB12.10,F2,2.474,42.5,17
10_3,85_3,3,B12.5xB12.10,F2,1.676,33.5,16.5
10_5,85_4,3,B12.5xB12.10,F2,2.73,33.2,14.5
10_7,85_5,3,B12.5xB12.10,F2,1.834,29.6,11
10_8,85_6,3,B12.5xB12.10,F2,1.374,32.1,20
10_9,84_1,3,B12.5xB12.10,F2,0.904,11.7,11.5
10_10,84_2,3,B12.5xB12.10,F2,2.241,29.4,14.5
10_12,84_3,3,B12.5xB12.10,F2,2.68,55.3,15.5
10_15,84_4,3,B12.5xB12.10,F2,1.456,30.7,11
10_19,82_1,3,B12.5xB12.10,F2,1.777,30.5,15
10_20,82_2,3,B12.5xB12.10,F2,1.956,37.5,24
10_21,82_3,4,B12.5xB12.10,F2,NA,6.8,16
10_23,82_4,3,B12.5xB12.10,F2,1.796,21,10
10_24,81_1,3,B12.5xB12.10,F2,2.373,45.3,6.5
10_25,81_2,3,B12.5xB12.10,F2,2.242,17.8,8.5
10_27,81_3,3,B12.5xB12.10,F2,1.42,33,13.5
10_28,81_4,4,B12.5xB12.10,F2,NA,34.9,7.5
10_29,81_5,3,B12.5xB12.10,F2,2.043,29.7,14.5
10_31,80_1,3,B12.5xB12.10,F2,1.702,38.3,17.5
10_33,80_2,3,B12.5xB12.10,F2,1.435,26.8,19
10_34,80_3,3,B12.5xB12.10,F2,3.028,43.8,20.5
10_35,80_4,3,B12.5xB12.10,F2,1.011,27.8,17.5
10_36,80_5,4,B12.5xB12.10,F2,0.489,37.7,17
10_37,80_6,3,B12.5xB12.10,F2,2.269,31.2,12.5
10_38,79_1,3,B12.5xB12.10,F2,1.9,42.8,8.5
10_39,79_2,5,B12.5xB12.10,F2,NA,23.7,12.5
10_40,79_3,3,B12.5xB12.10,F2,2.415,52.1,NA
10_41,79_4,3,B12.5xB12.10,F2,1.311,34.6,11.5
10_42,79_5,3,B12.5xB12.10,F2,1.244,28.1,26
10_43,79_6,3,B12.5xB12.10,F2,0.763,22.8,22.5
10_44,78_1,4,B12.5xB12.10,F2,NA,NA,12
10_45,78_2,5,B12.5xB12.10,F2,NA,NA,21
10_46,78_3,3,B12.5xB12.10,F2,1.289,NA,10.5
10_47,78_4,3,B12.5xB12.10,F2,NA,NA,11
10_48,78_5,3,B12.5xB12.10,F2,NA,NA,9.5
10_49,78_6,11,B12.5xB12.10,F2,NA,NA,23
10_50,77_1,3,B12.5xB12.10,F2,1.877,26.6,15.6
10_51,77_2,10,B12.5xB12.10,F2,NA,2.8,24.2
10_52,77_3,3,B12.5xB12.10,F2,1.651,44.9,21.5
10_53,77_4,3,B12.5xB12.10,F2,1.366,19.7,18.3
10_54,77_5,3,B12.5xB12.10,F2,1.602,13.1,15
10_55,77_6,4,B12.5xB12.10,F2,0.973,28.9,14.2
10_56,76_1,7,B12.5xB12.10,F2,NA,8.1,18.5
10_57,76_2,3,B12.5xB12.10,F2,1.259,19.2,14
10_58,76_3,3,B12.5xB12.10,F2,3.278,28.5,14
10_59,76_4,3,B12.5xB12.10,F2,1.873,38.1,6
10_60,76_5,3,B12.5xB12.10,F2,1.365,44.2,11.5
10_61,76_6,3,B12.5xB12.10,F2,1.816,12.6,13.5
10_62,75_1,3,B12.5xB12.10,F2,1.34,12.4,NA
10_63,75_2,3,B12.5xB12.10,F2,2.133,31.6,NA
10_64,75_3,11,B12.5xB12.10,F2,NA,4.2,15
10_65,75_4,3,B12.5xB12.10,F2,1.181,13.9,NA
10_66,75_5,3,B12.5xB12.10,F2,2.093,22.4,NA
10_67,75_6,3,B12.5xB12.10,F2,1.322,24.5,NA
10_68,74_1,4,B12.5xB12.10,F2,NA,29.7,21.5
10_69,74_2,3,B12.5xB12.10,F2,1.258,19,14
10_70,74_3,3,B12.5xB12.10,F2,1.606,28.1,6.5
10_71,74_4,3,B12.5xB12.10,F2,2.363,49,10.5
10_72,74_5,3,B12.5xB12.10,F2,1.591,42.1,16.5
10_73,74_6,9,B12.5xB12.10,F2,NA,3.3,6
10_75,73_1,3,B12.5xB12.10,F2,1.521,35.6,25.5
10_77,73_2,3,B12.5xB12.10,F2,1.582,25.1,26
10_78,73_3,3,B12.5xB12.10,F2,1.996,26.2,8
10_79,73_4,3,B12.5xB12.10,F2,NA,36.7,9
10_80,73_5,9,B12.5xB12.10,F2,NA,4,30.5
11_5,117_1,5,B12.10xB12.5,F2,NA,14.5,21.5
11_7,117_2,4,B12.10xB12.5,F2,NA,39.1,14.5
11_8,117_3,3,B12.10xB12.5,F2,3.748,56.4,24.5
11_9,117_4,5,B12.10xB12.5,F2,NA,10.8,12.5
11_11,117_5,3,B12.10xB12.5,F2,2.007,51.3,12.5
11_12,117_6,4,B12.10xB12.5,F2,NA,28,11.5
11_13,116_1,3,B12.10xB12.5,F2,1.037,12.5,13
11_14,116_2,5,B12.10xB12.5,F2,NA,8.9,14
11_15,116_3,11,B12.10xB12.5,F2,NA,3.3,21
11_16,116_4,3,B12.10xB12.5,F2,1.394,32.5,9
11_17,116_5,3,B12.10xB12.5,F2,1.702,10.7,14.5
11_18,116_6,3,B12.10xB12.5,F2,1.013,8.5,10
11_19,115_1,11,B12.10xB12.5,F2,NA,2,7
11_20,115_2,3,B12.10xB12.5,F2,2.351,44.7,13.5
11_21,115_3,3,B12.10xB12.5,F2,1.147,8.6,13
11_22,115_4,3,B12.10xB12.5,F2,NA,5.5,10
11_23,115_5,4,B12.10xB12.5,F2,NA,14.3,13
11_24,115_6,3,B12.10xB12.5,F2,1.23,40,14
11_25,114_1,4,B12.10xB12.5,F2,NA,7.7,10
11_26,114_2,11,B12.10xB12.5,F2,NA,4.5,11
11_27,114_3,4,B12.10xB12.5,F2,NA,11.9,NA
11_28,114_4,3,B12.10xB12.5,F2,2.198,34.1,10
11_30,114_5,4,B12.10xB12.5,F2,NA,9.2,7
11_31,114_6,9,B12.10xB12.5,F2,NA,3.8,14.5
11_32,113_1,3,B12.10xB12.5,F2,1.493,39.3,14.5
11_33,113_2,3,B12.10xB12.5,F2,1.589,17.7,13
11_34,113_3,3,B12.10xB12.5,F2,1.785,22.5,16
11_35,113_4,3,B12.10xB12.5,F2,NA,28.7,11.5
11_36,113_5,3,B12.10xB12.5,F2,1.644,36,18
11_37,113_6,3,B12.10xB12.5,F2,1.403,26.2,8
11_38,112_1,3,B12.10xB12.5,F2,1.447,37.8,7.5
11_41,112_2,3,B12.10xB12.5,F2,2.925,52.3,22.5
11_42,112_3,3,B12.10xB12.5,F2,2.393,64,18.5
11_43,112_4,11,B12.10xB12.5,F2,NA,4.3,12
11_44,112_5,7,B12.10xB12.5,F2,NA,13.1,22
11_45,112_6,3,B12.10xB12.5,F2,2.538,30.6,19.5
11_46,111_1,3,B12.10xB12.5,F2,1.31,37.6,13
11_47,111_2,5,B12.10xB12.5,F2,NA,28.9,18
11_48,111_3,3,B12.10xB12.5,F2,1.654,56.8,11.5
11_49,111_4,11,B12.10xB12.5,F2,NA,4.1,19.5
11_50,111_5,3,B12.10xB12.5,F2,1.932,31.8,16.5
11_51,111_6,3,B12.10xB12.5,F2,NA,34.6,19
11_52,110_1,9,B12.10xB12.5,F2,NA,7.8,20.5
11_53,110_2,3,B12.10xB12.5,F2,2.157,15.4,NA
11_54,110_3,3,B12.10xB12.5,F2,NA,12.1,15.5
11_55,110_4,3,B12.10xB12.5,F2,NA,10.6,12
11_56,110_5,3,B12.10xB12.5,F2,1.846,75.2,11.5
11_57,110_6,3,B12.10xB12.5,F2,1.138,9.9,NA
11_58,109_1,5,B12.10xB12.5,F2,NA,8.4,18.5
11_59,109_2,11,B12.10xB12.5,F2,NA,4,17
11_61,109_3,4,B12.10xB12.5,F2,NA,6,15
11_62,109_4,3,B12.10xB12.5,F2,2.556,16.2,8
11_63,109_5,3,B12.10xB12.5,F2,NA,35.8,12.5
11_64,109_6,3,B12.10xB12.5,F2,2.01,48.5,10.5
11_65,108_1,3,B12.10xB12.5,F2,1.34,13.4,8
11_67,108_2,3,B12.10xB12.5,F2,2.064,31.8,9
11_68,108_3,3,B12.10xB12.5,F2,3.175,48.3,20.5
11_70,108_4,9,B12.10xB12.5,F2,NA,7.8,NA
11_71,108_5,3,B12.10xB12.5,F2,2.316,34.2,11
11_72,108_6,3,B12.10xB12.5,F2,1.64,38,10
11_73,107_2 (skipped 1),3,B12.10xB12.5,F2,1.126,NA,NA
11_74,107_3,7,B12.10xB12.5,F2,NA,11.6,16
11_76,107_4,3,B12.10xB12.5,F2,2.867,66.8,12
11_77,107_5,4,B12.10xB12.5,F2,NA,4.1,14.5
11_78,107_6,11,B12.10xB12.5,F2,NA,3.1,23
11_79,106_1,3,B12.10xB12.5,F2,0.867,37.6,16.5
11_80,106_2,3,B12.10xB12.5,F2,2.87,75.1,18
12_2,106_3,3,B12.10xB12.5,F2,2.037,48.1,10
12_4,106_4,3,B12.10xB12.5,F2,1.429,44.8,11
12_6,106_5,5,B12.10xB12.5,F2,NA,6.4,15
12_7,106_6,9,B12.10xB12.5,F2,NA,7.7,20
12_8,105_1,5,B12.10xB12.5,F2,NA,53.7,21.5
12_9,105_2,9,B12.10xB12.5,F2,NA,7.2,10
12_10,105_3,3,B12.10xB12.5,F2,1.246,21,14
12_11,105_4,4,B12.10xB12.5,F2,NA,33.8,18
12_13,105_5,8,B12.10xB12.5,F2,NA,4.7,NA
12_15,105_6,3,B12.10xB12.5,F2,2.008,45.6,15.5
12_17,104_1,3,B12.10xB12.5,F2,1.536,13.5,NA
12_18,104_2,3,B12.10xB12.5,F2,1.859,23.7,12.6
12_19,104_3,3,B12.10xB12.5,F2,1.063,24.9,7.3
12_20,104_4,3,B12.10xB12.5,F2,NA,45.8,22.8
12_21,104_5,5,B12.10xB12.5,F2,NA,5.2,NA
12_22,104_6,3,B12.10xB12.5,F2,1.374,11.4,12.1
12_23,103_1,5,B12.10xB12.5,F2,NA,9.7,15.5
12_24,103_2,3,B12.10xB12.5,F2,NA,19.7,14
12_25,103_3,4,B12.10xB12.5,F2,NA,11,16
12_26,103_4,8,B12.10xB12.5,F2,NA,4.3,12
12_27,103_5,5,B12.10xB12.5,F2,NA,14.6,9
12_28,103_6,3,B12.10xB12.5,F2,1.95,58.8,14.5
12_29,102_1,6,B12.10xB12.5,F2,NA,9.2,12.5
12_30,102_2,6,B12.10xB12.5,F2,NA,5,7
12_31,102_3,4,B12.10xB12.5,F2,NA,9.3,13.5
12_32,102_4,3,B12.10xB12.5,F2,1.196,46.2,22.5
12_33,102_5,3,B12.10xB12.5,F2,1.881,26.6,8
12_34,102_6,9,B12.10xB12.5,F2,NA,7,9.5
12_35,101_1,4,B12.10xB12.5,F2,NA,20.6,19
12_36,101_2,3,B12.10xB12.5,F2,2.488,67.8,10.5
12_37,101_3,3,B12.10xB12.5,F2,NA,16.4,14.5
12_38,101_4,6,B12.10xB12.5,F2,NA,4.5,14
12_40,101_5,3,B12.10xB12.5,F2,1.695,73.7,11.5
12_41,101_6,5,B12.10xB12.5,F2,NA,7.5,NA
12_42,100_1,6,B12.10xB12.5,F2,NA,13.9,11
12_43,100_2,5,B12.10xB12.5,F2,NA,19.7,14
12_44,100_3,4,B12.10xB12.5,F2,NA,28,22.5
12_45,100_4,3,B12.10xB12.5,F2,1.52,14.5,9.5
12_46,100_5,3,B12.10xB12.5,F2,2.141,29,15
12_47,100_6,4,B12.10xB12.5,F2,NA,36.4,12.5
12_48,99_1,3,B12.10xB12.5,F2,1.714,45.2,16.5
12_49,99_2,3,B12.10xB12.5,F2,1.777,11.1,19.5
12_50,99_3,6,B12.10xB12.5,F2,NA,6.2,NA
12_51,99_4,5,B12.10xB12.5,F2,NA,18.3,13.5
12_53,99_5,3,B12.10xB12.5,F2,0.937,8.8,13
12_54,99_6,3,B12.10xB12.5,F2,2.699,19.8,30.5
12_55,98_1,3,B12.10xB12.5,F2,1.78,32.9,14
12_56,98_2,6,B12.10xB12.5,F2,NA,16.2,NA
12_57,98_3,5,B12.10xB12.5,F2,NA,7,16.5
12_58,98_4,3,B12.10xB12.5,F2,1.177,13.5,15
12_59,98_5,3,B12.10xB12.5,F2,1.631,45.4,19.5
12_60,98_6,10,B12.10xB12.5,F2,NA,3.2,16.5
12_61,97_1,3,B12.10xB12.5,F2,2.412,NA,10
12_62,97_2,3,B12.10xB12.5,F2,1.801,NA,13.5
12_63,97_3,11,B12.10xB12.5,F2,NA,NA,9
12_64,97_4,3,B12.10xB12.5,F2,1.336,NA,13.5
12_65,97_5,3,B12.10xB12.5,F2,1.479,NA,13.5
12_66,97_6,11,B12.10xB12.5,F2,NA,NA,7
12_69,96_1,3,B12.10xB12.5,F2,1.327,15.9,11
12_70,96_2,3,B12.10xB12.5,F2,2.001,33.4,8
12_71,96_3,3,B12.10xB12.5,F2,2.248,53.5,12.5
12_72,96_4,3,B12.10xB12.5,F2,2.284,52.4,12.5
12_73,96_5,3,B12.10xB12.5,F2,1.123,12.6,NA
12_74,95_1,3,B12.10xB12.5,F2,1.988,24.4,16.5
12_75,95_2,10,B12.10xB12.5,F2,NA,5.1,12.5
12_76,95_3,6,B12.10xB12.5,F2,NA,29.4,11
12_77,95_4,3,B12.10xB12.5,F2,2.458,26.2,11.5
12_80,95_5,3,B12.10xB12.5,F2,1.289,62.8,10
13_1,128_1,3,CAL.2.5.4xCAL.2.6.5,CAL,2.119,39.4,13
13_2,128_2,3,CAL.2.5.4xCAL.2.6.5,CAL,2.216,37,15
13_3,128_3,3,CAL.2.5.4xCAL.2.6.5,CAL,2.43,58.9,15.5
13_4,128_4,3,CAL.2.5.4xCAL.2.6.5,CAL,1.969,46,14
13_5,128_5,3,CAL.2.5.4xCAL.2.6.5,CAL,1.871,33.4,12
13_6,128_6,3,CAL.2.5.4xCAL.2.6.5,CAL,1.992,39.2,15.5
13_7,127_1,5,CAL.2.5.4xCAL.2.6.5,CAL,NA,18.8,13.5
13_8,127_2,5,CAL.2.5.4xCAL.2.6.5,CAL,NA,23.2,18
13_9,127_3,10,CAL.2.5.4xCAL.2.6.5,CAL,NA,5,6.5
13_10,127_4,3,CAL.2.5.4xCAL.2.6.5,CAL,2.114,40.4,15.5
13_11,127_5,5,CAL.2.5.4xCAL.2.6.5,CAL,NA,27.2,15
13_12,127_6,3,CAL.2.5.4xCAL.2.6.5,CAL,1.969,44.2,12.5
13_14,126_1,5,CAL.2.5.4xCAL.2.6.5,CAL,NA,19.7,12.3
13_15,126_2,9,CAL.2.5.4xCAL.2.6.5,CAL,NA,7.1,9.7
13_16,126_3,5,CAL.2.5.4xCAL.2.6.5,CAL,NA,32.9,10.5
13_17,126_4,5,CAL.2.5.4xCAL.2.6.5,CAL,NA,16.4,12.8
13_18,126_5,3,CAL.2.5.4xCAL.2.6.5,CAL,2.383,44.8,9.6
13_19,126_6,6,CAL.2.5.4xCAL.2.6.5,CAL,NA,17.3,10.1
13_20,125_1,3,CAL.2.5.4xCAL.2.6.5,CAL,2.309,46.7,14.5
13_21,125_2,3,CAL.2.5.4xCAL.2.6.5,CAL,2.05,34.7,NA
13_22,125_3,3,CAL.2.5.4xCAL.2.6.5,CAL,NA,26.4,NA
13_23,125_4,3,CAL.2.5.4xCAL.2.6.5,CAL,1.569,83.4,15.5
13_24,125_5,5,CAL.2.5.4xCAL.2.6.5,CAL,NA,38.4,16.5
13_25,125_6,3,CAL.2.5.4xCAL.2.6.5,CAL,2.128,30.8,16
13_26,124_1,7,CAL.2.5.4xCAL.2.6.5,CAL,NA,3.9,10.5
13_27,124_2,3,CAL.2.5.4xCAL.2.6.5,CAL,2.081,67.2,NA
13_31,124_3,3,CAL.2.5.4xCAL.2.6.5,CAL,1.309,57.6,9
13_33,124_4,3,CAL.2.5.4xCAL.2.6.5,CAL,1.75,38.2,NA
13_34,124_5,3,CAL.2.5.4xCAL.2.6.5,CAL,1.936,43.6,11
13_35,123_1,7,CAL.2.5.4xCAL.2.6.5,CAL,NA,28.1,12.5
13_36,123_2,3,CAL.2.5.4xCAL.2.6.5,CAL,NA,58.5,15
13_37,123_3,3,CAL.2.5.4xCAL.2.6.5,CAL,1.733,30.2,11.7
13_39,123_4,3,CAL.2.5.4xCAL.2.6.5,CAL,2.358,62.9,11.5
13_41,122_1,11,LON.1.10.2xCAL2.5.4,F1,NA,3.2,13.5
13_42,122_2,3,LON.1.10.2xCAL2.5.4,F1,1.75,71.2,10
13_44,122_3,3,LON.1.10.2xCAL2.5.4,F1,2.491,80.7,7
13_45,122_4,3,LON.1.10.2xCAL2.5.4,F1,3.062,62.1,16.5
13_46,122_5,3,LON.1.10.2xCAL2.5.4,F1,2.284,56.9,13.5
13_47,122_6,3,LON.1.10.2xCAL2.5.4,F1,1.063,52.4,10.5
13_48,121_1,3,LON.1.10.2xCAL2.5.4,F1,2,62.2,11.5
13_49,121_2,4,LON.1.10.2xCAL2.5.4,F1,NA,13.1,13
13_50,121_3,3,LON.1.10.2xCAL2.5.4,F1,2.6,53,12
13_51,121_4,4,LON.1.10.2xCAL2.5.4,F1,NA,37.5,11
13_52,121_5,3,LON.1.10.2xCAL2.5.4,F1,2.674,62,17
13_55,121_6,7,LON.1.10.2xCAL2.5.4,F1,NA,3.8,9
13_57,120_1,3,LON.1.10.2xCAL2.5.4,F1,NA,28.9,11.5
13_60,120_2,6,LON.1.10.2xCAL2.5.4,F1,NA,30.6,15
13_65,120_3,3,LON.1.10.2xCAL2.5.4,F1,1.68,26.1,13
13_66,120_4,3,LON.1.10.2xCAL2.5.4,F1,1.554,26.1,15.5
13_69,120_5,3,LON.1.10.2xCAL2.5.4,F1,2.576,52.9,16.5
13_70,120_6,7,LON.1.10.2xCAL2.5.4,F1,NA,19.5,12.5
13_71,119_1,3,LON.1.10.2xCAL2.5.4,F1,2.239,54.4,12
13_72,119_2,7,LON.1.10.2xCAL2.5.4,F1,NA,14.6,14.5
13_73,119_3,6,LON.1.10.2xCAL2.5.4,F1,NA,21.3,21.5
13_74,119_4,3,LON.1.10.2xCAL2.5.4,F1,2.655,55.9,9.5
13_75,119_5,9,LON.1.10.2xCAL2.5.4,F1,NA,2.3,18
13_77,118_1,3,LON.1.10.2xCAL2.5.4,F1,2.55,65.1,13.5
13_78,118_2,3,LON.1.10.2xCAL2.5.4,F1,2.026,75.8,12.5
13_79,118_3,5,LON.1.10.2xCAL2.5.4,F1,NA,44.5,17.5
13_80,118_4,3,LON.1.10.2xCAL2.5.4,F1,2.247,60.8,11.5
14_1,140_1,3,LON.1.7.1xLON.1.10.2,LON,1.568,37.6,11.3
14_2,140_2,3,LON.1.7.1xLON.1.10.2,LON,NA,39.3,12.4
14_3,140_3,3,LON.1.7.1xLON.1.10.2,LON,1.551,61.6,12.4
14_4,140_4,7,LON.1.7.1xLON.1.10.2,LON,NA,24.2,14.8
14_5,140_5,3,LON.1.7.1xLON.1.10.2,LON,2.041,51,12.7
14_6,140_6,3,LON.1.7.1xLON.1.10.2,LON,2.468,69.5,14.3
14_7,139_1,3,LON.1.7.1xLON.1.10.2,LON,1.233,40,9
14_8,139_2,4,LON.1.7.1xLON.1.10.2,LON,2.381,63.7,8.5
14_9,139_3,3,LON.1.7.1xLON.1.10.2,LON,NA,16.2,11.5
14_11,139_4,5,LON.1.7.1xLON.1.10.2,LON,NA,50.6,9.5
14_13,139_5,3,LON.1.7.1xLON.1.10.2,LON,1.841,33.9,10
14_14,139_6,3,LON.1.7.1xLON.1.10.2,LON,2.775,55.5,10
14_15,138_1,4,LON.1.7.1xLON.1.10.2,LON,1.609,54.8,16
14_16,138_2,3,LON.1.7.1xLON.1.10.2,LON,NA,NA,NA
14_17,138_3,3,LON.1.7.1xLON.1.10.2,LON,2.023,24.7,23.5
14_18,138_4,4,LON.1.7.1xLON.1.10.2,LON,1.32,36.8,14.5
14_19,138_5,9,LON.1.7.1xLON.1.10.2,LON,NA,2.6,16.5
14_21,138_6,3,LON.1.7.1xLON.1.10.2,LON,2.263,43,19
14_23,137_1,3,LON.1.7.1xLON.1.10.2,LON,2.497,55.5,8
14_24,137_2,4,LON.1.7.1xLON.1.10.2,LON,NA,28.5,8
14_25,137_3,3,LON.1.7.1xLON.1.10.2,LON,1.338,27.7,11
14_26,137_4,3,LON.1.7.1xLON.1.10.2,LON,1.171,27.1,12.5
14_27,137_5,3,LON.1.7.1xLON.1.10.2,LON,1.925,37.1,9.5
14_29,137_6,3,LON.1.7.1xLON.1.10.2,LON,1.526,26.2,12
14_30,136_1,3,LON.1.7.1xLON.1.10.2,LON,1.851,32.5,15
14_31,136_2,3,LON.1.7.1xLON.1.10.2,LON,1.388,33.7,15
14_32,136_3,4,LON.1.7.1xLON.1.10.2,LON,1.854,43.3,NA
14_33,136_4,6,LON.1.7.1xLON.1.10.2,LON,NA,12,11
14_35,136_5,9,LON.1.7.1xLON.1.10.2,LON,NA,7,NA
14_36,135_1,3,LON.1.7.1xLON.1.10.2,LON,NA,49.6,20
14_38,135_2,3,LON.1.7.1xLON.1.10.2,LON,1.41,22.3,15.5
14_39,135_3,3,LON.1.7.1xLON.1.10.2,LON,1.767,35.4,19
14_40,135_4,3,LON.1.7.1xLON.1.10.2,LON,1.467,54.7,18
14_41,134_1,3,CAL.2.5.4xLON.1.10.2,F1,2.036,32.1,13
14_42,134_2,3,CAL.2.5.4xLON.1.10.2,F1,1.541,37.9,15.5
14_43,134_3,3,CAL.2.5.4xLON.1.10.2,F1,3.731,72.7,12
14_45,134_4,3,CAL.2.5.4xLON.1.10.2,F1,2.43,47.9,12
14_46,134_5,3,CAL.2.5.4xLON.1.10.2,F1,1.402,24.8,13.5
14_47,134_6,3,CAL.2.5.4xLON.1.10.2,F1,1.812,36.8,14
14_50,133_1,3,CAL.2.5.4xLON.1.10.2,F1,2.468,40.1,14
14_51,133_2,3,CAL.2.5.4xLON.1.10.2,F1,1.841,61,12.5
